variant,n,win_rate_pct,mean_return_per_cycle_pct,median_return_per_cycle_pct,stdev_per_cycle_pct,worst_cycle_pct,best_cycle_pct,es5_per_cycle_pct,annualised_return_pct,annualised_sharpe,mean_pnl_on_underlying_pct
bull-call_0.5pct,37,48.64864864864865,-1.8833627135145514,-26.301219577039753,92.1808438985094,-100.0,99.06733144309882,-100.0,-22.600352562174617,-0.0707756573042339,-0.03134997229696407
bull-call_1.0pct,37,48.64864864864865,-1.100050378030603,-8.543001455644925,90.28550860705737,-100.0,100.89548152247332,-100.0,-13.200604536367237,-0.042207064567290245,0.0017424588745445517
bull-call_1.0pct_skew_hurt,37,48.64864864864865,-9.359574856542315,-14.540438206363337,82.7673774858807,-100.0,82.24296267451065,-100.0,-112.31489827850777,-0.3917306475378166,-0.09513563338506387
bear-put_0.5pct,37,51.35135135135135,2.794346046258113,29.52812341628902,103.33760208518497,-100.0,130.6792067083183,-100.0,33.532152555097355,0.09367256890785053,0.03570690989959065
bear-put_1.0pct,37,51.35135135135135,1.567452253162718,11.077457203987047,99.89168777390498,-100.0,123.9390193334688,-100.0,18.809427037952617,0.05435701411034454,0.0068441392409641765
bear-put_1.0pct_skew_help,37,51.35135135135135,13.314243138245427,20.952566996962013,111.51148564692747,-100.0,157.08659169489377,-100.0,159.7709176589451,0.41360664232889777,0.10372223150057172
