sell_date,buy_date,expiry_date,S_sell,S_buy,strike,rv21_sell,rv21_buy,prem_sell_pts,prem_buy_pts,pnl_pts,pnl_pct,abs_underlying_move_pct
2025-09-30,2025-10-06,2025-10-07,24836.30078125,25108.30078125,24850,0.07410509967808333,0.07617760223603125,185.14687809353018,265.373252920519,-80.22637482698883,-0.0032302062828758783,1.0951711464428193
2025-10-08,2025-10-13,2025-10-14,25181.80078125,25145.5,25200,0.07795361506362436,0.07811894219800868,197.3604624669333,106.30795462123933,91.05250784569398,0.0036158060591715245,-0.14415482659615453
2025-10-14,2025-10-19,2025-10-20,25323.55078125,25843.150390625,25300,0.08142170773951826,0.08710507704115576,210.5513978919571,549.176401837005,-338.62500394504787,-0.013371940091267602,2.051843415891419
2025-10-22,2025-10-27,2025-10-28,25891.400390625,25936.19921875,25900,0.08272911419123799,0.07857660767219395,215.6330036469244,107.88082831477914,107.75217533214527,0.004161697463500706,0.1730258983643873
2025-10-28,2025-11-02,2025-11-03,26053.900390625,25763.349609375,26050,0.06689431233436587,0.07418034168620306,176.59703719235767,281.29223117217674,-104.69519397981907,-0.004018407701347152,-1.1151911110957813
2025-11-05,2025-11-10,2025-11-11,25509.69921875,25694.94921875,25500,0.07784582629887228,0.07708387821415756,201.3280141063351,206.56338811969908,-5.23537401336398,-0.00020523072296814478,0.726194371840494
2025-11-12,2025-11-17,2025-11-18,25879.150390625,25910.05078125,25900,0.07833951571236594,0.06897090985357343,203.80516659496425,90.722668787168,113.08249780779624,0.004369637182863684,0.1194026471448284
2025-11-19,2025-11-24,2025-11-25,26192.150390625,25884.80078125,26200,0.06963664873358621,0.07322172455517628,183.79573743014225,309.34565947323165,-125.5499220430894,-0.00479341788171878,-1.1734416792483326
2025-11-26,2025-12-01,2025-12-02,26215.55078125,26032.19921875,26200,0.08150856067675494,0.07567800954799836,217.05894708043706,172.95102458656265,44.10792249387441,0.0016825098530991564,-0.6994000012814472
2025-12-03,2025-12-08,2025-12-09,26033.75,25839.650390625,26050,0.07188456794077877,0.08149107418346675,188.2152293277959,211.38499785303543,-23.169768525239533,-0.0008899896682283395,-0.7455691530225184
2025-12-10,2025-12-15,2025-12-16,25898.55078125,25860.099609375,25900,0.0794031562691614,0.0837149318128253,207.4557740680866,112.19193639469086,95.26383767339576,0.0036783462703389854,-0.1484684305302464
2025-12-17,2025-12-22,2025-12-23,25815.55078125,26177.150390625,25800,0.08020183408706794,0.08241777857162245,210.4253856117084,383.4712720437128,-173.0458864320044,-0.006703164611838875,1.4007046080056318
2025-12-23,2025-12-29,2025-12-30,26142.099609375,25938.849609375,26150,0.08181568203672865,0.07176238267635049,215.3607782186009,208.82101268238807,6.539765536212826,0.00025016221473915415,-0.7774815452356032
2025-12-31,2026-01-05,2026-01-06,26146.55078125,26178.69921875,26150,0.07407408478627427,0.07613919420185052,195.36413318919404,103.96971252916774,91.3944206600263,0.003495467582881575,0.12295479342174787
2026-01-07,2026-01-12,2026-01-13,25876.849609375,25732.30078125,25900,0.07680737933464067,0.07676505888696378,199.79179797415782,173.04315863755392,26.7486393366039,0.001033689948366553,-0.558602883685777
2026-01-13,2026-01-19,2026-01-20,25665.599609375,25232.5,25650,0.07708241356480984,0.08868398920251619,201.2769857286621,411.5502543685641,-210.27326863990197,-0.008192805616865246,-1.6874712298433847
2026-01-20,2026-01-26,2026-01-27,25157.5,25175.400390625,25150,0.08521125859594983,0.08958809053998931,216.81727152315398,116.04774210753385,100.76952941562013,0.00400554623534215,0.07115329673059723
